200,Dedenne,"North Province Area Three, West Province Area Three
Tera Raid Battles: 3 Star Raid Battles, 4 Star Raid Battles"
201,Pachirisu,"South Province Area One, South Province Area Two, South Province Area Three, South Province Area Four, South Province Area Five, West Province Area Three
Static: East Province Area Two
Tera Raid Battles: 3 Star Raid Battles"
202,Shroodle,"East Province Area One, East Province Area Two, South Province Area One, South Province Area Two, Tagtree Thicket, West Province Area Three
Static: South Province Area One
Tera Raid Battles: 1 Star Raid Battles"
203,Grafaiai,"Tagtree Thicket
Static: Casseroya Lake, North Province Area Two, Tagtree Thicket
Tera Raid Battles: 4 Star Raid Battles, 6 Star Raid Battles"
204,Stantler,"South Province Area One, South Province Area Three, South Province Area Five
Tera Raid Battles: 3 Star Raid Battles"
205,Foongus,"North Province Area Two, Tagtree Thicket, West Province Area Three
Tera Raid Battles: 2 Star Raid Battles"
206,Amoonguss,"North Province Area Two, Socarrat Trail
Static: North Province Area Two
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
207,Voltorb,"East Province Area Three, West Province Area Three
Static: West Province Area One
Tera Raid Battles: 2 Star Raid Battles"
208,Electrode,"West Province Area Three
Tera Raid Battles: 4 Star Raid Battles"
209,Magnemite,"East Province Area Two, East Province Area Three
Tera Raid Battles: 2 Star Raid Battles"
210,Magneton,"Dalizapa Passage, Glaseado Mountain
Static: Glaseado Mountain
Tera Raid Battles: 4 Star Raid Battles"
211,Magnezone,"East Province Area Two
Static: Great Crater of Paldea
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
212,Ditto,"West Province Area Two, West Province Area Three
Tera Raid Battles: 3 Star Raid Battles, 4 Star Raid Battles, 5 Star Raid Battles, 6 Star Raid Battles"
213,Growlithe,"East Province Area Three, South Province Area Three
Static: East Province Area Two, North Province Area Two, South Province Area Three
Tera Raid Battles: 2 Star Raid Battles"
214,Arcanine,"North Province Area Two
Static: North Province Area Two, South Province Area Four
Tera Raid Battles: 5 Star Raid Battles"
215,Teddiursa,"East Province Area One, North Province Area Two
Tera Raid Battles: 2 Star Raid Battles"
216,Ursaring,"Dalizapa Passage, North Province Area One, North Province Area Two
Static: Dalizapa Passage, West Province Area Three
Tera Raid Battles: 4 Star Raid Battles"
217,Zangoose,"South Province Area One, South Province Area Three, South Province Area Five
Tera Raid Battles: 3 Star Raid Battles, 4 Star Raid Battles"
218,Seviper,"South Province Area One, South Province Area Three, South Province Area Five
Tera Raid Battles: 3 Star Raid Battles, 4 Star Raid Battles"
219,Swablu,"East Province Area One, South Province Area One, South Province Area Three, South Province Area Four, South Province Area Six, West Province Area One
Static: Casseroya Lake, West Province Area One
Tera Raid Battles: 1 Star Raid Battles"
220,Altaria,"Casseroya Lake, North Province Area One, North Province Area Two, South Province Area Six, West Province Area Three
Static: Casseroya Lake, South Province Area Six, West Province Area One
Tera Raid Battles: 5 Star Raid Battles"
221,Skiddo,"Asado Desert, East Province Area One, East Province Area Two, East Province Area Three, South Province Area One, South Province Area Two, South Province Area Three, South Province Area Four, South Province Area Five, West Province Area One, West Province Area Two
Tera Raid Battles: 1 Star Raid Battles"
222,Gogoat,"Casseroya Lake, Dalizapa Passage, North Province Area One, North Province Area Two, North Province Area Three, South Province Area Six, West Province Area Three
Static: North Province Area One, North Province Area Two
Tera Raid Battles: 4 Star Raid Battles"
223,Tauros,"East Province Area Two, West Province Area Two
Static: East Province Area One, East Province Area Two
Tera Raid Battles: 4 Star Raid Battles, 5 Star Raid Battles, 6 Star Raid Battles"
224,Litleo,"East Province Area One, East Province Area Two, South Province Area One, South Province Area Three, South Province Area Five
Tera Raid Battles: 1 Star Raid Battles"
225,Pyroar,"Dalizapa Passage, North Province Area One
Static: East Province Area Three
Tera Raid Battles: 4 Star Raid Battles"
226,Stunky,"South Province Area Three, South Province Area Five, West Province Area Two
Tera Raid Battles: 2 Star Raid Battles/Trade from Scarlet"
227,Skuntank,"Casseroya Lake
Tera Raid Battles: 4 Star Raid Battles/Trade from Scarlet"
228,Zorua,"Tagtree Thicket, West Province Area Three
Tera Raid Battles: 3 Star Raid Battles"
229,Zoroark,"Socarrat Trail
Tera Raid Battles: 5 Star Raid Battles"
230,Sneasel,"Dalizapa Passage, Glaseado Mountain
Static: Dalizapa Passage, Glaseado Mountain
Tera Raid Battles: 3 Star Raid Battles"
231,Weavile,"Glaseado Mountain
Static: Glaseado Mountain
Tera Raid Battles: 5 Star Raid Battles"
232,Murkrow,"East Province Area One, East Province Area Two, East Province Area Three, South Province Area One, South Province Area Two, South Province Area Three, South Province Area Four, South Province Area Five, Tagtree Thicket, West Province Area Two, West Province Area Three
Tera Raid Battles: 2 Star Raid Battles"
233,Honchkrow,"Casseroya Lake, Dalizapa Passage, North Province Area One, North Province Area Two, North Province Area Three, Socarrat Trail, South Province Area Six
Static: North Province Area Two
Tera Raid Battles: 5 Star Raid Battles"
234,Gothita,"East Province Area One
Tera Raid Battles: 2 Star Raid Battles"
235,Gothorita,"South Province Area Six
Tera Raid Battles: 3 Star Raid Battles"
236,Gothitelle,"South Province Area Six
Tera Raid Battles: 5 Star Raid Battles"
237,Sinistea,"East Province Area Three, South Province Area Six
Tera Raid Battles: 2 Star Raid Battles"
238,Polteageist,"Evolve Sinistea
Tera Raid Battles: 4 Star Raid Battles, 5 Star Raid Battles"
239,Mimikyu,"East Province Area Two, Tagtree Thicket, West Province Area Three
Static: North Province Area Two
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
240,Klefki,"Glaseado Mountain, South Province Area Six"
241,Indeedee,"North Province Area One
Tera Raid Battles: 3 Star Raid Battles, 5 Star Raid Battles"
242,Bramblin,"Asado Desert, East Province Area Three
Static: East Province Area Three
Tera Raid Battles: 2 Star Raid Battles"
243,Brambleghast,"North Province Area One, Socarrat Trail
Tera Raid Battles: 5 Star Raid Battles"
244,Toedscool,"East Province Area One, East Province Area Two, Socarrat Trail, South Province Area One, South Province Area Three, South Province Area Four, South Province Area Five, Tagtree Thicket, West Province Area Two, West Province Area Three
Static: East Province Area One, West Province Area Three
Tera Raid Battles: 1 Star Raid Battles"
245,Toedscruel,"Socarrat Trail
Tera Raid Battles: 4 Star Raid Battles, 6 Star Raid Battles"
246,Tropius,"Casseroya Lake, West Province Area Three
Static: Casseroya Lake, West Province Area Two
Tera Raid Battles: 4 Star Raid Battles"
247,Fomantis,"South Province Area One, Tagtree Thicket
Tera Raid Battles: 1 Star Raid Battles"
248,Lurantis,"North Province Area One, North Province Area Two, North Province Area Three, Socarrat Trail
Static: Casseroya Lake
Tera Raid Battles: 4 Star Raid Battles"
249,Klawf,"South Province Area Three
Static: South Province Area Three
Tera Raid Battles: 6 Star Raid Battles"
250,Capsakid,"Asado Desert, West Province Area One
Static: West Province Area One
Tera Raid Battles: 2 Star Raid Battles"
251,Scovillain,"Dalizapa Passage, North Province Area One, North Province Area Three, South Province Area Six
Tera Raid Battles: 4 Star Raid Battles"
252,Cacnea,"Asado Desert
Tera Raid Battles: 2 Star Raid Battles"
253,Cacturne,"Evolve Cacnea
Static: Asado Desert
Tera Raid Battles: 4 Star Raid Battles"
254,Rellor,"Asado Desert
Tera Raid Battles: 1 Star Raid Battles"
255,Rabsca,"Evolve Rellor
Tera Raid Battles: 4 Star Raid Battles"
256,Venonat,"East Province Area One, Tagtree Thicket
Tera Raid Battles: 1 Star Raid Battles"
257,Venomoth,"Area Zero, North Province Area Two, Tagtree Thicket
Static: Casseroya Lake
Tera Raid Battles: 3 Star Raid Battles"
258,Pineco,"East Province Area One, East Province Area Two, South Province Area Four, Tagtree Thicket, West Province Area Three
Tera Raid Battles: 2 Star Raid Battles"
259,Forretress,"Socarrat Trail
Static: Casseroya Lake
Tera Raid Battles: 4 Star Raid Battles"
260,Scyther,"Casseroya Lake, North Province Area Two, South Province Area Four, South Province Area Six
Static: South Province Area Four
Tera Raid Battles: 4 Star Raid Battles, 5 Star Raid Battles"
261,Scizor,"Evolve Scyther
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
262,Heracross,"North Province Area Two, Socarrat Trail
Static: North Province Area Two
Tera Raid Battles: 4 Star Raid Battles, 6 Star Raid Battles"
263,Flittle,"Asado Desert, Dalizapa Passage, East Province Area Two, North Province Area One, South Province Area One, South Province Area Four, South Province Area Five, South Province Area Six, West Province Area One
Static: West Province Area One
Tera Raid Battles: 1 Star Raid Battles"
264,Espathra,"Dalizapa Passage, North Province Area One, South Province Area Six
Static: Asado Desert, Dalizapa Passage
Tera Raid Battles: 4 Star Raid Battles"
265,Hippopotas,"Asado Desert
Static: Asado Desert
Tera Raid Battles: 3 Star Raid Battles"
266,Hippowdon,"Evolve Hippopotas
Static: Asado Desert
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
267,Sandile,"Asado Desert
Tera Raid Battles: 2 Star Raid Battles"
268,Krokorok,"Evolve Sandile
Tera Raid Battles: 4 Star Raid Battles"
269,Krookodile,"Evolve Krokorok
Tera Raid Battles: 5 Star Raid Battles"
270,Silicobra,"Asado Desert, East Province Area Three
Tera Raid Battles: 1 Star Raid Battles"
271,Sandaconda,"Evolve Silicobra
Static: Asado Desert
Tera Raid Battles: 4 Star Raid Battles"
272,Mudbray,"Dalizapa Passage, East Province Area Two, South Province Area One, South Province Area Two, South Province Area Five, West Province Area One
Tera Raid Battles: 2 Star Raid Battles"
273,Mudsdale,"Dalizapa Passage, Glaseado Mountain, North Province Area One, South Province Area Six
Tera Raid Battles: 5 Star Raid Battles"
274,Larvesta,"Asado Desert
Tera Raid Battles: 3 Star Raid Battles"
275,Volcarona,"Area Zero
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
276,Bagon,"Trade from Violet/Alfornada Cavern, Dalizapa Passage, East Province Area Three, Glaseado Mountain, South Province Area One, South Province Area Three, West Province Area Two
Tera Raid Battles: 3 Star Raid Battles"
277,Shelgon,"Trade from Violet/Alfornada Cavern
Static: North Province Area Two
Tera Raid Battles: 4 Star Raid Battles"
278,Salamence,"Trade from Violet/Evolve Shelgon
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
279,Tinkatink,"East Province Area Two, South Province Area Two, South Province Area Three, West Province Area One
Static: Asado Desert, South Province Area Two
Tera Raid Battles: 2 Star Raid Battles"
280,Tinkatuff,"Dalizapa Passage, East Province Area Two, North Province Area One, North Province Area Three, South Province Area Six, West Province Area Two
Static: Casseroya Lake, West Province Area One
Tera Raid Battles: 3 Star Raid Battles"
281,Tinkaton,"Evolve Tinkatuff
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
282,Hatenna,"South Province Area One, South Province Area Two, South Province Area Four, West Province Area Three
Tera Raid Battles: 1 Star Raid Battles"
283,Hattrem,"Glaseado Mountain, South Province Area Six, Tagtree Thicket
Tera Raid Battles: 3 Star Raid Battles"
284,Hatterene,"Evolve Hattrem
Tera Raid Battles: 5 Star Raid Battles"
285,Impidimp,"Tagtree Thicket
Tera Raid Battles: 2 Star Raid Battles"
286,Morgrem,"Tagtree Thicket
Tera Raid Battles: 3 Star Raid Battles"
287,Grimmsnarl,"Evolve Morgrem
Tera Raid Battles: 5 Star Raid Battles"
288,Wiglett,"East Province Area Two, South Province Area Five, West Province Area One, West Province Area Two
Static: North Province Area One, South Province Area One
Tera Raid Battles: 1 Star Raid Battles"
289,Wugtrio,"North Province Area One, North Province Area Three, West Province Area Two
Static: North Province Area One, North Province Area Three
Tera Raid Battles: 4 Star Raid Battles"
290,Bombirdier,"South Province Area Six, West Paldean Sea, West Province Area One, West Province Area Three
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
291,Finizen,"East Paldean Sea, North Paldean Sea, South Paldean Sea, West Paldean Sea
Static: West Province Area Two
Tera Raid Battles: 3 Star Raid Battles"
292,Palafin,"Evolve Finizen
Tera Raid Battles: 5 Star Raid Battles"
293,Varoom,"East Province Area Three, West Province Area Two
Static: East Province Area Three
Tera Raid Battles: 2 Star Raid Battles"
294,Revavroom,"Dalizapa Passage, North Province Area One
Static: Glaseado Mountain, North Province Area Two
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
295,Cyclizar,"East Province Area Two, West Province Area Two
Static: Asado Desert, East Province Area One, West Province Area One, West Province Area Three
Tera Raid Battles: 4 Star Raid Battles, 6 Star Raid Battles"
296,Orthworm,"Asado Desert, East Province Area Three
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
297,Sableye,"Alfornada Cavern, Dalizapa Passage, East Province Area Three, North Province Area One, West Province Area One, West Province Area Two
Static: South Province Area Six
Tera Raid Battles: 3 Star Raid Battles, 5 Star Raid Battles"
298,Shuppet,"East Province Area One, East Province Area Two, East Province Area Three
Tera Raid Battles: 2 Star Raid Battles"
299,Banette,"Alfornada Cavern, Glaseado Mountain
Tera Raid Battles: 4 Star Raid Battles"
300,Falinks,"North Province Area Two, West Province Area One, West Province Area Two
Static: East Province Area Three
Tera Raid Battles: 4 Star Raid Battles, 5 Star Raid Battles"
301,Hawlucha,"Casseroya Lake, North Province Area One, North Province Area Two, North Province Area Three, Socarrat Trail
Static: South Province Area Four, South Province Area Six
Tera Raid Battles: 4 Star Raid Battles"
302,Spiritomb,"Glaseado Mountain
Static: Casseroya Lake, Glaseado Mountain"
303,Noibat,"North Province Area One, North Province Area Two, West Province Area Two
Tera Raid Battles: 3 Star Raid Battles"
304,Noivern,"North Province Area One, North Province Area Two
Tera Raid Battles: 5 Star Raid Battles"
305,Dreepy,"Trade from Violet/East Province Area Two, East Province Area Three, Glaseado Mountain, South Province Area One, South Province Area Four, South Province Area Five, South Province Area Six, West Province Area Two, West Province Area Three
Tera Raid Battles: 3 Star Raid Battles"
306,Drakloak,"Trade from Violet/Casseroya Lake, Glaseado Mountain, North Province Area One, North Province Area Two, North Province Area Three
Tera Raid Battles: 4 Star Raid Battles"
307,Dragapult,"Trade from Violet/Evolve Drakloak
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
308,Glimmet,"Alfornada Cavern, Area Zero, East Province Area Three, Glaseado Mountain, North Province Area One, North Province Area Two, West Province Area Two
Tera Raid Battles: 3 Star Raid Battles"
309,Glimmora,"Area Zero
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
310,Rotom,"East Province Area Two, West Province Area Two
Tera Raid Battles: 4 Star Raid Battles, 5 Star Raid Battles"
311,Greavard,"Dalizapa Passage, Glaseado Mountain, West Province Area Three
Static: Glaseado Mountain
Tera Raid Battles: 1 Star Raid Battles"
312,Houndstone,"Casseroya Lake, Dalizapa Passage, Glaseado Mountain, North Province Area One
Static: Glaseado Mountain, South Province Area Five
Tera Raid Battles: 4 Star Raid Battles"
313,Oranguru,"North Province Area Two, Tagtree Thicket
Tera Raid Battles: 3 Star Raid Battles, 5 Star Raid Battles/Trade from Scarlet"
314,Passimian,"Trade from Violet/North Province Area Two, Tagtree Thicket
Tera Raid Battles: 3 Star Raid Battles, 5 Star Raid Battles"
315,Komala,"East Province Area One, East Province Area Two, South Province Area One, Tagtree Thicket, West Province Area Three
Tera Raid Battles: 4 Star Raid Battles"
316,Larvitar,"Alfornada Cavern, Asado Desert, Dalizapa Passage, East Province Area Three, South Province Area Five, West Province Area One
Tera Raid Battles: 3 Star Raid Battles/Trade from Scarlet"
317,Pupitar,"Alfornada Cavern
Static: North Province Area Two
Tera Raid Battles: 4 Star Raid Battles/Trade from Scarlet"
318,Tyranitar,"Evolve Pupitar
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles/Trade from Scarlet"
319,Stonjourner,"Asado Desert
Tera Raid Battles: 4 Star Raid Battles/Trade from Scarlet"
320,Eiscue,"Trade from Violet/North Paldean Sea, North Province Area Three
Tera Raid Battles: 4 Star Raid Battles"
321,Pincurchin,"East Province Area Two, North Province Area One, North Province Area Three, West Province Area Two
Static: Glaseado Mountain, North Province Area Three
Tera Raid Battles: 3 Star Raid Battles, 5 Star Raid Battles, 6 Star Raid Battles"
322,Sandygast,"East Province Area Two, South Province Area Five, West Province Area Two
Static: Asado Desert
Tera Raid Battles: 2 Star Raid Battles"
323,Palossand,West Province Area Two
324,Slowpoke,"Casseroya Lake, East Province Area Two, South Province Area One, South Province Area Five, West Province Area Two
Static: Casseroya Lake
Tera Raid Battles: 2 Star Raid Battles"
325,Slowbro,"Casseroya Lake, West Province Area Two
Static: Casseroya Lake
Tera Raid Battles: 5 Star Raid Battles"
326,Slowking,"Evolve Slowpoke
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
327,Shellos,"West Sea: Cortondo East Sea: East Province Area One, South Province Area Five
Tera Raid Battles: 2 Star Raid Battles"
328,Gastrodon,"West Sea: Casseroya Lake East Sea: North Province Area One
Static: North Province Area Three
Tera Raid Battles: 4 Star Raid Battles"
329,Shellder,"East Paldean Sea, North Paldean Sea, South Paldean Sea, West Paldean Sea
Tera Raid Battles: 1 Star Raid Battles, 2 Star Raid Battles"
330,Cloyster,"East Paldean Sea, North Paldean Sea, South Paldean Sea, West Paldean Sea
Tera Raid Battles: 4 Star Raid Battles, 5 Star Raid Battles"
331,Qwilfish,"East Paldean Sea, North Paldean Sea, South Paldean Sea, West Paldean Sea
Tera Raid Battles: 3 Star Raid Battles"
332,Luvdisc,"East Paldean Sea, South Paldean Sea, West Paldean Sea
Tera Raid Battles: 2 Star Raid Battles"
333,Finneon,"West Paldean Sea
Tera Raid Battles: 1 Star Raid Battles, 2 Star Raid Battles"
334,Lumineon,"North Paldean Sea, West Paldean Sea
Tera Raid Battles: 4 Star Raid Battles"
335,Bruxish,"East Paldean Sea, West Paldean Sea
Tera Raid Battles: 3 Star Raid Battles"
336,Alomomola,"North Paldean Sea
Tera Raid Battles: 4 Star Raid Battles"
337,Skrelp,"East Paldean Sea, North Paldean Sea, South Paldean Sea, West Paldean Sea
Tera Raid Battles: 2 Star Raid Battles/Trade from Scarlet"
338,Dragalge,"North Paldean Sea
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles/Trade from Scarlet"
339,Clauncher,"Trade from Violet/East Paldean Sea, North Paldean Sea, South Paldean Sea, West Paldean Sea
Tera Raid Battles: 2 Star Raid Battles"
340,Clawitzer,"Trade from Violet/North Paldean Sea, South Paldean Sea
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
341,Tynamo,"North Paldean Sea, West Paldean Sea
Tera Raid Battles: 1 Star Raid Battles"
342,Eelektrik,"North Paldean Sea, South Paldean Sea, West Paldean Sea
Tera Raid Battles: 4 Star Raid Battles"
343,Eelektross,"Evolve Eelektrik
Static: North Province Area One
Tera Raid Battles: 5 Star Raid Battles"
344,Mareanie,"East Paldean Sea
Tera Raid Battles: 3 Star Raid Battles"
345,Toxapex,"Evolve Mareanie
Static: East Paldean Sea
Tera Raid Battles: 6 Star Raid Battles"
346,Flamigo,"Casseroya Lake, East Province Area Two, East Province Area Three, Glaseado Mountain, North Province Area One, South Province Area Four, South Province Area Five, West Province Area Two, West Province Area Three
Static: South Province Area One, South Province Area Five
Tera Raid Battles: 4 Star Raid Battles"
347,Dratini,"Casseroya Lake, North Province Area Two, South Province Area Six
Tera Raid Battles: 3 Star Raid Battles"
348,Dragonair,"Casseroya Lake
Static: Casseroya Lake, South Province Area Six
Tera Raid Battles: 4 Star Raid Battles"
349,Dragonite,"North Province Area Two
Static: Casseroya Lake, North Province Area Two
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
350,Snom,"Dalizapa Passage, Glaseado Mountain
Tera Raid Battles: 1 Star Raid Battles"
351,Frosmoth,"Glaseado Mountain, North Province Area One
Static: Glaseado Mountain
Tera Raid Battles: 4 Star Raid Battles, 6 Star Raid Battles"
352,Snover,"Glaseado Mountain
Tera Raid Battles: 3 Star Raid Battles"
353,Abomasnow,"Glaseado Mountain
Tera Raid Battles: 5 Star Raid Battles"
354,Delibird,"Glaseado Mountain
Static: Glaseado Mountain
Tera Raid Battles: 5 Star Raid Battles"
355,Cubchoo,"Dalizapa Passage, Glaseado Mountain
Static: Glaseado Mountain
Tera Raid Battles: 3 Star Raid Battles"
356,Beartic,"Glaseado Mountain
Static: Glaseado Mountain
Tera Raid Battles: 4 Star Raid Battles"
357,Snorunt,"Dalizapa Passage, Glaseado Mountain
Tera Raid Battles: 2 Star Raid Battles"
358,Glalie,"Glaseado Mountain
Tera Raid Battles: 5 Star Raid Battles"
359,Froslass,"Glaseado Mountain
Static: Dalizapa Passage, Glaseado Mountain
Tera Raid Battles: 5 Star Raid Battles"
360,Cryogonal,"Glaseado Mountain
Tera Raid Battles: 4 Star Raid Battles"
361,Cetoddle,"Dalizapa Passage, Glaseado Mountain
Static: Dalizapa Passage, West Province Area Three
Tera Raid Battles: 3 Star Raid Battles"
362,Cetitan,"Glaseado Mountain
Static: Glaseado Mountain
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
363,Bergmite,"Casseroya Lake, Glaseado Mountain, North Paldean Sea
Static: Glaseado Mountain
Tera Raid Battles: 3 Star Raid Battles"
364,Avalugg,"Casseroya Lake, Glaseado Mountain, North Paldean Sea
Static: Casseroya Lake, Dalizapa Passage
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
365,Rufflet,"Asado Desert, Dalizapa Passage, East Province Area Three, Glaseado Mountain, North Province Area One, North Province Area Two, South Province Area One, South Province Area Three, South Province Area Four, South Province Area Six
Static: South Province Area Four
Tera Raid Battles: 3 Star Raid Battles"
366,Braviary,"Asado Desert
Static: Asado Desert, North Province Area One
Tera Raid Battles: 5 Star Raid Battles"
367,Pawniard,"East Province Area Three, Inlet Grotto, North Province Area Two, South Province Area Five
Tera Raid Battles: 2 Star Raid Battles"
368,Bisharp,"Area Zero, North Province Area Two
Tera Raid Battles: 4 Star Raid Battles"
369,Kingambit,"Evolve Bisharp
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
370,Deino,"Alfornada Cavern, Dalizapa Passage, Glaseado Mountain, North Province Area Two
Tera Raid Battles: 3 Star Raid Battles/Trade from Scarlet"
371,Zweilous,"Area Zero, Glaseado Mountain, North Province Area Two
Tera Raid Battles: 4 Star Raid Battles/Trade from Scarlet"
372,Hydreigon,"Evolve Zweilous
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles/Trade from Scarlet"
373,Veluza,"Casseroya Lake, North Paldean Sea, West Paldean Sea
Static: Casseroya Lake, East Province Area One, Glaseado Mountain
Tera Raid Battles: 4 Star Raid Battles"
374,Dondozo,"Casseroya Lake
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
375,Tatsugiri,"Casseroya Lake
Static: Casseroya Lake
Tera Raid Battles: 5 Star Raid Battles"
376,Great Tusk,Area Zero/Trade from Scarlet
377,Scream Tail,Area Zero/Trade from Scarlet
378,Brute Bonnet,Area Zero/Trade from Scarlet
379,Flutter Mane,Area Zero/Trade from Scarlet
380,Slither Wing,Area Zero/Trade from Scarlet
381,Sandy Shocks,Area Zero/Trade from Scarlet
382,Iron Treads,Trade from Violet/Area Zero
383,Iron Bundle,Trade from Violet/Area Zero
384,Iron Hands,Trade from Violet/Area Zero
385,Iron Jugulis,Trade from Violet/Area Zero
386,Iron Moth,Trade from Violet/Area Zero
387,Iron Thorns,Trade from Violet/Area Zero
388,Frigibax,"Glaseado Mountain
Static: Glaseado Mountain
Tera Raid Battles: 3 Star Raid Battles"
389,Arctibax,"Glaseado Mountain
Static: Glaseado Mountain"
390,Baxcalibur,"Evolve Arctibax
Tera Raid Battles: 5 Star Raid Battles, 6 Star Raid Battles"
391,Gimmighoul,All over Paldea
392,Gholdengo,Evolve Gimmighoul
393,Wo-Chien,West Province Area One
394,Chien-Pao,South Province Area One
395,Ting-Lu,Socarrat Trail
396,Chi-Yu,North Province Area Two
397,Roaring Moon,Area Zero/Trade from Scarlet
398,Iron Valiant,Trade from Violet/Area Zero
399,Koraidon,Area Zero/Trade from Scarlet
400,Miraidon,Trade from Violet/Area Zero
